PointID;HorizontID;Upper limit;Lower limit;Horizon symbol;Soil texture class;Soil colour;Stones;Carbonate class;Organic matter content class;Rooting intensity
2311;2;10;28;"I; rAp";Ut2;2.5YR 3/2;2;C0;h3;Wf4
2311;3;28;48;"I; Al-Bv";Ut2;10YR 5/4;4;C0;h1;Wf2
2311;4;48;135;"II; Btv-ilCv";Lu;7.5YR 5/4;80;C0;h0;Wf1
2318;1;0;30;"I; Ap";Ut4;10YR 3/3;1;C0;h3;Wf2
2318;2;30;70;"I; M";Ut4;10YR 3/6;1;C0;h2;W0
2318;3;70;110;"I; Sw-M";Ut4;10YR 3/6;11;C0;h2;W0
2318;4;110;180;"II; eSwd";Tu3;5Y 6/3;40;C3;h0;W0
2318;5;180;200;"III; eSd";Tu2;5Y 6/2;0;C3;h0;W0
2319;1;0;30;"I; Ap";Ut2;10YR 3/3;0;C0;h3;Wf4
2319;2;30;38;"I; rAp";Ut2;10YR 4/3;1;C0;h3;Wf2
2319;3;38;47;"I; M";Ut2;10YR 5/4;1;C0;h2;Wf2
2319;4;47;66;"II; Al+Bt";Ut2;10YR 5/6;0;C0;h1;Wf2
2319;5;66;120;"II; Bt";Ut3;7.5YR 4/6;0;C0;h0;Wf2
2319;6;120;200;"II; Bv";Ut2;10YR 5/6;0;C0;h0;
2320;1;0;9;"I; Ap1";Lu;10YR 4/3;1;C0;h3;Wf4
2320;2;9;31;"I; Ap2";Lu;10YR 4/3;1;C0;h3;Wf3
2320;3;31;47;"I; M+Al-Bv";Tu3;10YR 5/6;0;C0;h2;Wf1
2320;4;47;66;"II; Btv";Tu3;10YR 5/4;0;C0;h2;Wf2
2320;5;66;90;"II; Swd-Btv";Lu;2.5Y 5/4;0;C0;h1;Wf2
2321;1;0;10;"I; Ap1";Ut2;10YR 3/2;1;C0;h3;Wf5
2321;2;10;30;"I; Ap2";Ut2;10YR 3/2;1;C0;h3;Wf5
2321;3;30;49;"I; Bv-Sw";Ut2;10YR 5/4;2;C0;h1;Wf2
2321;4;49;80;"II; ilCv-Sd";Lts;10YR 5/4;4;C0;h0;W0
2322;1;0;12;"I; Ah";Lu;10YR 4/4;0;C0;h2;Wf6
2322;2;12;27;"I; rAp";Lu;10YR 5/4;1;C0;h2;Wf5
2322;3;27;66;"I; Bv";Lu;10YR 5/6;1;C0;h1;Wf4
2322;4;66;105;"II; ilCv";Lu;10YR 6/4;2;C0;h0;Wf2
2322;5;105;135;"III; elCv";Tu3;10YR 6/4;90;C3;h0;
2324;1;0;32;"I; Ap";Lt3;10YR 4/2;5;C0;h3;Wf3
2324;2;32;53;"I; Bv";Lt3;10YR 5/4;5;C0;h2;Wf0
2324;3;53;101;"II; elCv";Lt3;2.5Y 7/3;40;C3.4;h0;
2324;4;101;201;"II; emC";NA;NA;---;---;h0;
2327;1;0;10;"I; Ap1";Ut4;10YR 4/2;2;C0;h3;Wf4
2327;2;10;30;"I; Ap2";Ut4;10YR 4/2;2;C0;h3;Wf4
2327;3;30;39;"I; Sw-Ap";Ut4;10YR 4/2;2;C0;h3;Wf3
2327;4;39;54;"II; Swd";Lt2;2.5Y 5/2;2;C0;h1;Wf3
2327;5;54;70;"II; Sd";Tu3;2.5Y 6/1;1;C0;h0;Wf2
2327;6;70;100;"II; P";Tu2;2.5Y 5/1;2;C1;h0;Wf2
2327;7;100;200;"II; eP";Tu2;2.5Y 5/1;2;C3;h0;
2330;1;0;33;"I; Ap";Ut3;10YR 4/4;0;C0;h2;Wf3
2330;2;33;47;"I; Sw-Al";Ut3;10YR 5/4;0;C0;h0;Wf4
2330;3;47;96;"I; Bt-Swd";Lu;10YR 4/6;0;C0;h0;Wf1
2330;4;96;150;"I; Btv";Lu;10YR 4/6;0;C0;h0;
2330;5;150;201;"I; Bv-Cv";Ut4;10YR 4/4;0;C0;h0;
2338;1;0;35;"I; Ap";Lu;5YR 3/4;2;C0;h3;Wf4
2338;2;35;70;"I; M";Lu;5YR 4/4;2;C1;h1;Wf2
2338;3;70;140;"II; M";Lu;5YR 4/4;4;C1;h1;Wf1
2338;4;140;160;"III; lCv";Lu;5YR 4/4;2;C0;h0;Wf0
2340;1;0;25;"I; Ap1";Ut4;10YR 3/3;2;C0;h3;Wf4
2340;2;25;34;"I; Ap2";Ut4;10YR 4/3;2;C0;h2;Wf3
2340;3;34;70;"I; Swd-Bt";Ut4;7.5YR 4/4;2;C0;h1;Wf3
2340;4;70;96;"I; Swd-Btv";Ut3;7.5YR 5/6;2;C0;h0;Wf1
2340;5;96;200;"I; Swd-Bv";Ut3;7.5YR 5/4;1;C0;h0;Wf0
2347;1;0;30;"I; Ap";Ut2;10YR 4/4;5;C0;h2;Wf2
2347;2;30;50;"I; Al+Bt";Ut2;10YR 5/4;0;C0;h0;Wf2
2347;3;50;90;"I; Swd-Bt";Tu4;7.5YR 4/6;0;C0;h0;Wf2
2347;4;90;100;"II; xCn";Tu3;2.5YR 4/4;95;C0;h0;Wf0
2348;1;0;20;"I; eAp";Ut3;10YR 3/3;0;C3;h4;Wf5
2348;2;20;30;"I; erAcp";Ut3;10YR 3/3;0;C3;h4;Wf5
2348;3;30;51;"I; Bcv-lCc";Ut3;10YR 4/6;0;C2;h2;Wf5
2348;4;51;200;"I; elCc";Ut2;10YR 6/4;0;C4;h1;Wf3
2349;1;0;4;"I; eAcp1";Ut4;10YR 4/3;2;C3;h2;Wf5, Wg2
2349;2;4;30;"I; eAcp2";Ut4;10YR 4/3;2;C3;h2;Wf4, Wg2
2349;3;30;50;"I; elCc";Ut3;10YR 6/4;2;C3;h0;Wf3, Wg1
2349;4;50;74;"II; fBcv+elCc";Ut4;10YR 6/4;4;C3;h0;Wf0, Wg1
2349;5;74;113;"III; elCc+fBcv";Tu4;10YR 4/4;4;C3;h0;Wf0, Wg1
2349;6;113;150;"IV; elCc";Ls2;10YR 6/6;2;C3;h0;
2350;1;0;14;"I; Acp";Ut3;10YR 2/2;0;C2;h3;Wf4
2350;2;14;32;"I; eAcp";Ut3;10YR 3/1;0;C3.2;h3;Wf3
2350;3;32;70;"I; Mc1";Ut3;10YR 3/2;0;C2;h3;Wf3
2350;4;70;140;"I; Mc2";Tu4;10YR 2/1;0;C2;h3;Wf3
2350;5;140;195;"II; fAcxh";Tu4;10YR 2/1;0;C1;h3;Wf1
2350;6;195;201;"II; Bcv";Tu4;10YR 3/6;0;C1;h3;Wf1
2351;1;0;29;"I; eAp";Ut2;10YR 3/3;1;C4;h3;Wf3
2351;2;29;60;"I; elCc";Ut2;10YR 5/6;1;C4;h0;Wf1
2351;3;60;80;"II; eSw-lC";Uls;2.5Y 6/6;3;C4;h0;Wf0
2351;4;80;180;"III; elC-Sd";Lts;2.5Y 6/3;3;C3;h0;Wf0
2353;1;0;10;"I; Axp";Ut4;10YR 3/2;0;C0;h3;Wf5
2353;2;10;34;"I; rAxp";Ut4;10YR 3/2;0;C0;h3;Wf5
2353;3;34;72;"I; Axh";Ut4;10YR 3/1;0;C0;h3;Wf4
2353;4;72;100;"II; Axh+lC";Ut4;10YR 3/6;4;C0;h2;Wf3
2353;5;100;130;"III; lC";Su2;10YR 4/6;4;C0;h1;
2353;6;130;200;"III; elC";Su3;10YR 4/6;4;C5;h0;
2354;1;0;30;"I; rAp";Ut2;10YR 4/2;2;C0;h3;Wf5, Wg1
2354;2;30;50;"I; ilCv";Ut2;10YR 5/4;2;C0;h1;Wf3
2354;3;50;100;"I; ilCtv";Ut2;10YR 5/4;2;C2;h1;Wf2
2354;4;100;150;"I; ilCv";Ut2;10YR 5/4;2;C2;h0;Wf0
2354;5;150;167;"I; elCkc";Ut2;10YR 5/4;0;C3.4;h0;Wf0
2354;6;167;201;"I; elCv";Ut2;10YR 5/4;0;C3.3;h0;Wf0
2355;1;0;30;"I; rAp";Sl3;10YR 4/2;4;C0;h3;Wf2
2355;2;30;53;"I; Serw";Sl3;10YR 6/3;5;C0;h0;Wf1
2355;3;53;100;"II; Srd";Ts4;5YR 5/6;1;C0;h0;Wf1
2357;1;0;6;"I; Ah";Su2;10YR 4/2;1;C0;h3;Wf6
2357;2;6;26;"I; rAp";Su2;10YR 4/3;3;C0;h2;Wf5
2357;3;26;52;"I; Bv";Su2;10YR 5/8;25;C0;h1;Wf2
2357;4;52;74;"II; Bv-ilCv";mSfs;10YR 6/6;4;C0;h0;Wf1
2357;5;74;190;"II; ilCbtv";mSfs;10YR 8/2;1;C0;h0;Wf0
2357;6;190;201;"II; ilCv";mSfs;10YR 7/2;---;C0;h0;Wf0
2358;1;0;34;"I; Ap";Sl2;10YR 3/2;5;C0;h4;Wf2
2358;2;34;48;"I; Al-Sw";Su2;10YR 6/4;5;C0;h0;Wf1
2358;3;48;95;"I; Bt-Sd";Su2;7.5YR 5/8;5;C0;h0;Wf1
2358;4;95;142;"I; Go";fSms;7.5YR 5/8;5;C0;h0;
2358;5;142;180;"I; Gor";mS;10YR 6/3;3;C0;h0;
2359;1;0;33;"I; rGo-Aa";Ls4;10YR 2/1;3;C0;h5;Wf5
2359;2;33;74;"II; Go";Su2;10YR 4/4;15;C0;h2;Wf2
2359;3;74;96;"II; Gor";Su2;2.5Y 4/4;4;C0;h0;Wf2
2359;4;96;130;"II; Gr1";Su2;5Y 3/2;1;C0;h0;Wf0
2359;5;130;201;"II; Gr2";Su4;5Y 3/2;1;C0;h0;Wf0
2360;1;0;33;"I; Ap";fSms;10YR 4/2;40;C0;h2;Wf3
2360;2;33;52;"I; rGo";fSms;7.5YR 5/4;60;C0;h0;Wf1
2360;3;52;68;"II; rGo";fS;7.5YR 5/4;5;C0;h0;Wf0
2360;4;68;180;"II; rGr";mS;2.5Y 7/2;5;C0;h0;
2361;1;0;34;"I; aGo-Ap";Lt2;10YR 3/3;1;C0;h4;Wf3
2361;2;34;120;"I; aGo-M";Lt3;10YR 3/4;1;C0;h3;Wf2
2361;3;120;201;"I; aGr";mS;10YR 6/3;0;C0;h0;Wf0
2362;1;0;20;"I; aAp";Lt2;10YR 3/3;1;C0;h4;Wf4
2362;2;20;40;"I; aGo-rAp";Lt2;10YR 3/3;1;C0;h4;Wf4
2362;3;40;54;"I; aM-Go";Ls3;10YR 3/4;2;C0;h3;Wf3
2362;4;54;72;"I; aM-Gkso";Ls3;10YR 3/6;2;C0;h2;Wf3
2362;5;72;150;"II; aGkso";gS;10YR 6/4;6;C0;h0;Wf1
2362;6;150;201;"II; aGr";Sl2;2.5Y 4/3;0;C0;h0;Wf0
2363;1;0;29;"I; Ap";Su3;10YR 4/3;1;C0;h3;Wf2
2363;2;29;66;"I; Ael";Su3;10YR 6/4;1;C0;h0;Wf1
2363;3;66;74;"II; Bt";St2;7.5YR 5/8;2;C0;h0;Wf0
2363;4;74;150;"II; rGro";mSgs;5YR 5/8;1;C0;h0;Wf0
2363;5;150;180;"II; rGr";mSgs;2.5Y 7/3;1;C0;h0;Wf0
2369;1;0;32;"I; Ap";fSms;10YR 3/1;3;C0;h4;Wf2
2369;2;32;53;"I; rGo";fSms;10YR 4/4;3;C0;h2;Wf1
2369;3;53;100;"I; rGor";mSfs;10YR 6/4;3;C0;h0;Wf0
2370;1;0;32;"I; jAp";Sl3;10YR 3/2;1;C0;h3;Wf3
2370;2;32;54;"I; jilCv1";Ls4;2.5Y 6/4;1;C0;h1;Wf2
2370;3;54;70;"I; jilCv2";fSms;2.5Y 7/2;1;C0;h0;Wf1
2370;4;70;96;"I; jilCv3";fSms;2.5Y 7/2;1;C0;h0;
2370;5;96;150;"II; rGw1";mSfs;2.5Y 7/2;1;C0;h0;
2370;6;150;201;"II; rGw2";mSgs;2.5Y 7/2;1;C0;h0;
2378;1;0;41;"I; Ap+E";Sl3;10YR 3/3;20;C0;h3;Wf5
2378;2;41;55;"II; Bv";Sl2;10YR 5/6;25;C0;h0;Wf2
2378;3;55;70;"II; Bv+Swd";St2;10YR 6/3;25;C0;h0;Wf0
2378;4;70;125;"II; Swd";St3;10YR 5/4;25;C0;h0;Wf0
2379;1;0;14;"I; Ap1";Ls2;10YR 3/4;3;C0;h2;Wf3
2379;2;14;31;"I; Ap2";Ls2;10YR 3/4;4;C0;h2;Wf3
2379;3;31;47;"I; Sw+Sd";Ls2;2.5Y 6/3;4;C1;h1;Wf2
2379;4;47;60;"II; rGr-Go";Slu;10YR 5/2;15;C1;h1;Wf2
2379;5;60;80;"III; Go";mSgs;10YR 7/3;20;C0;h1;Wf2
2379;6;80;100;"III; Gro";mSgs;10YR 5/3;25;C0;h2;Wf2
2379;7;100;135;"III; Gor";mSgs;10YR 5/4;30;C0;h1;
2380;1;0;34;"I; Ap";Uls;10YR 3/3;1;C0;h3;Wf3
2380;2;34;53;"I; Sw-Al";Uls;7.5YR 4/4;1;C0;h1;Wf2
2380;3;53;68;"I; Swd-Bt";Uls;7.5YR 4/4;1;C0;h0;Wf1
2380;4;68;96;"I; Sd";Uls;7.5YR 5/4;1;C0;h0;Wf1
2380;5;96;201;"II; Cv";Su3;7.5YR 5/4;7;C0;h0;
2381;1;0;32;"I; Ap";Sl3;10YR 3/3;1;C0;h3;Wf3, Wg2
2381;2;32;72;"I; Bv";Sl4;7.5YR 4/4;1;C0;h2;Wf2, Wg0
2381;3;72;150;"I; Swd-Bv";Ls4;7.5YR 4/6;1;C0;h0;Wf1, Wg0
2381;4;150;176;"II; ilCv";mSgs;10YR 5/6;4;C0;h0;Wf0, Wg0
2387;1;0;34;"I; Ap";Uls;10YR 3/3;0;C0;h3;Wf5
2387;2;34;66;"I; Bt";Uls;7.5YR 4/4;0;C0;h1;Wf3
2387;3;66;96;"I; Bt-Sg";Uls;7.5YR 5/6;0;C0;h0;Wf1
2387;4;96;201;"I; Sg";Slu;10YR 6/4;0;C0;h0;
2388;1;0;31;"I; Ap";Uls;10YR 3/2;0;C0;h3;Wf4
2388;2;31;68;"I; Bt";Uls;7.5YR 4/4;0;C0;h1;Wf3
2388;3;68;201;"I; Bt-Cv";Uls;7.5YR 5/6;0;C0;h0;Wf1
2389;1;0;38;"I; Ap";Ut3;10YR 3/3;0;C0;h3;Wf4
2389;2;38;68;"I; Al-Bt";Ut3;10YR 5/6;0;C0;h1;Wf3
2389;3;68;150;"I; Bt-Swd";Ut3;10YR 6/6;0;C0;h1;Wf3
2389;4;150;160;"II; ilCv-Sd";Tu2;5Y 6/2;0;C0;h0;
2389;5;160;180;"III; iCv";NA;2.5Y 5/4;100;C0;h0;
2390;1;0;32;"I; Ap";Ut4;10YR 4/2;2;C0;h3;Wf4
2390;2;32;48;"I; Sw-Bv";Ut4;10YR 6/6;2;C0;h2;Wf2
2390;3;48;110;"II; Swd";Lu;7.5YR 6/8;10;C0;h1;Wf1
2390;4;110;130;"III; Sd-imCv";Tu3;2.5Y 5/4;90;C0;h0;
2393;1;0;30;"I; Ap";Ut4;10YR 4/2;4;C0;h3;Wf4
2393;2;30;48;"I; Bv-Sw";Lu;10YR 5/6;20;C0;h1;Wf3
2393;3;48;96;"II; Sd";Tu3;2.5Y 6/2;20;C0;h0;Wf2
2393;4;96;150;"II; ilCv1";Lt3;2.5Y 6/6;70;C0;h0;
2393;5;150;152;"II; ilCv2";Lt3;2.5Y 4/4;90;C0;h0;
2394;1;0;26;"I; Ah";Ut4;10YR 4/2;20;C0;h4;Wf5
2394;2;26;52;"I; Sw-Bv";Ls2;10YR 5/4;60;C0;h2;Wf3
2394;3;52;70;"II; Swd";Slu;2.5Y 6/6;70;C0;h1;Wf1
2394;4;70;130;"III; iCv-Sd";Lu;2.5Y 5/3;80;C0;h0;Wf1
2397;1;0;12;"I; Ah";Lt3;10YR 4/4;10;C0;h2;W6
2397;2;12;26;"I; M";Lt3;10YR 4/4;10;C0;h2;Wf5
2397;3;26;50;"II; Bv";Lt3;10YR 5/4;50;C0;h1;Wf4
2397;4;50;110;"III; ilC-sSw";Lts;10YR 6/4;90;C0;h0;Wf1
2397;5;110;120;"IV; iCv-sSw";Lts;2.5Y 6/3;90;C0;h0;
2397;6;120;130;"V; iCv-sSw";NA;2.5Y 4/1;100;C0;h0;
2402;1;0;30;"I; Ap";Ut3;10YR 3/3;2;C0;h3;Wf4
2402;2;30;52;"I; M";Lu;10YR 3/4;1;C0;h2;Wf2
2402;3;52;96;"II; Al-Sw";Lu;7.5YR 4/4;1;C0;h1;Wf1
2402;4;96;110;"II; Btv-Sdw";Lt2;NA;0;C0;h0;
2402;5;110;180;"III; Swd";Tu3;NA;0;C0;h0;
2402;6;180;200;"III; eC-Sd";Tu2;NA;0;C0;h0;
2403;1;0;12;"I; eAh";Tl;10YR 3/2;20;C3.4;h3;Wf6
2403;2;12;28;"I; erAp";Tl;10YR 3/2;25;C3.4;h3;Wf5
2403;3;28;63;"I; eCv";Tl;2.5YR 6/4;50;C4;h2;Wf3
2404;1;0;10;"I; eAp1";Tu2;10YR 4/2;10;C3;h3;Wf4
2404;2;10;20;"I; eAp2";Tu3;10YR 4/2;10;C4;h3;Wf3
2404;3;20;30;"I; eAh-Cv";Tu3;2.5Y 4/3;20;C4;h1;Wf3
2404;4;30;48;"I; eCv1";Tu2;2.5Y 6/3;30;C5;h1;Wf2
2404;5;48;100;"I; eCv2";Tu2;5Y 6/3;60;C6;h1;Wf2
2405;1;0;30;"I; eAp";Lu;10YR 4/3;25;C5;h2;Wf4
2405;2;30;50;"I; mcC";NA;NA;100;C7;h0;W1
2406;1;0;29;"I; Ap1";Ut2;10YR 4/3;4;C0;h3;Wf3
2406;2;29;37;"I; Ap2";Ut2;10YR 4/4;4;C0;h3;Wf2
2406;3;37;54;"I; Sw-Bv";Ut4;10YR 5/4;4;C0;h2;Wf2
2406;4;54;70;"I; Swd";Lt2;2.5YR 5/3;4;C0;h0;Wf2
2406;5;70;110;"II; Sd-P";Tu2;2.5YR 5/3;3;C0;h0;Wf2
2406;6;110;200;"II; eSd-P";Tu2;2.5YR 5/2;2;C3;h0;
2407;1;0;22;"I; Ap1";Ut3;10YR 4/3;2;C0;h3;Wf3
2407;2;22;39;"I; Ap2";Ut3;10YR 4/3;2;C0;h3;Wf3
2407;3;39;73;"I; M";Ut4;10YR 4/4;2;C0;h3;Wf1
2407;4;73;90;"I; Sw-M";Ut3;10YR 4/4;2;C0;h2;
2407;5;90;120;"II; Swd";Tu4;10YR 4/6;0;C0;h0;
2407;6;120;195;"II; lCv";Tu4;10YR 4/6;0;C0;h0;
2408;1;0;30;"I; Ap";Ut2;10YR 4/3;0;C0;h3;Wf5
2408;2;30;46;"I; M";Ut2;7.5YR 4/4;1;C0;h2;Wf4
2408;3;46;72;"II; Al+Bt+Sdw";Ut2;7.5YR 5/4;4;C0;h0;Wf2
2408;4;72;109;"II; Swd";Ut3;10YR 5/4;0;C0;h0;Wf1
2408;5;109;200;"II; Bv-Sw";Ut3;10YR 4/4;0;C0;h0;
2409;1;0;28;"I; Ap";Lt3;10YR 3/2;2;C2;h4;Wf2
2409;2;28;74;"II; Bv-elCv";Tu4;10YR 3/4;85;C5;h1;Wf2
2409;3;74;100;"II; emCv";Tu3;10YR 4/4;95;C6;h0;Wf1
2410;1;0;34;"I; aAp";Lu;10YR 3/2;1;C1;h3;
2410;2;34;66;"I; aM";Tu4;10YR 3/1;1;C1;h3;
2410;3;66;90;"I; aGo-M";Tl;10YR 2/1;1;C1;h4;
2410;4;90;150;"II; aGo";Tu4;2.5Y 6/2;2;C3.3;h1;
2411;1;0;30;"I; Ap";Slu;7.5R 3/3;0;C0;h3;
2411;2;30;34;"I; Bv";Slu;7.5YR 4/3;0;C0;h2;
2411;3;34;70;"II; lC";Sl4;5YR 3/3;0;C0;h0;
2411;4;70;80;"III; mC";Sl3;5YR 3/3;---;C0;h0;
2414;1;0;9;"I; eAp1";Tu3;10YR 4/2;15;C3;h3;Wf3
2414;2;9;28;"I; eAp2";Tu3;10YR 4/2;17;C3;h3;Wf2
2414;3;28;45;"I; cmCv+elCv";Tu2;10YR 5/4;60;C5;h1;Wf2
2414;4;45;60;"II; cmCv";NA;10YR 6/4;80;C7;h0;Wf2
2417;1;0;10;"I; Ap1";Lu;2.5YR 3/3;10;C0;h3;Wf3
2417;2;10;38;"I; Ap2";Lu;2.5YR 3/3;10;C0;h3;Wf3
2417;3;38;50;"I; M";Lu;5YR 4/3;8;C0;h2;Wf3
2417;4;50;74;"II; Bt";Ut3;7.5YR 4/6;3;C0;h1;Wf1
2417;5;74;96;"III; Bt";Uls;7.5YR 4/6;4;C0;h1;Wf1
2417;6;96;140;"IV; ilCv";Lt2;2.5YR 3/4;15;C0;h0;Wf0
2417;7;140;200;"V; elCv";Lt2;2.5YR 3/4;15;C4;h0;Wf0
2418;1;0;20;"I; Ap1";Lu;10YR 3/4;3;C1;h3;Wf5
2418;2;20;30;"I; Ap2";Lu;10YR 3/4;3;C1;h3;Wf4
2418;3;30;150;"I; elCv";Ut4;7.5YR 4/6;2;C3;h0;Wf3
2418;4;150;200;"II; elCv";Ut2;7.5YR 4/6;2;C3;h0;
2422;1;0;14;"I; aAxh";Lu;7.5YR 2.5/2;2;C0;h3;Wf4, Wg1
2422;2;14;32;"I; arAxp";Lu;7.5YR 2.5/2;2;C0;h3;Wf3
2422;3;32;52;"I; aM1";Ut4;5YR 3/3;2;C0;h2;Wf2
2422;4;52;100;"I; aM2";Lt2;5YR 3/3;1;C1;h1;Wf1
2422;5;100;120;"I; aeC1";Lt3;5YR 3/4;1;C4;h0;
2422;6;120;180;"I; aeC2";Lt3;5YR 4/4;20;C4;h0;
2422;7;180;200;"I; aeGo";gS;5YR 4/4;20;C4;h0;
2423;1;0;13;"I; Ap1";Ut3;10YR 4/3;1;C0;h3;Wf5
2423;2;13;33;"I; Ap2";Ut3;10YR 4/3;1;C0;h3;Wf5
2423;3;33;44;"I; Ael";Ut3;2.5YR 5/4;1;C0;h2;Wf4
2423;4;44;70;"II; Ael+Bt";Tu4;7.5YR 4/6;1;C0;h0;Wf3
2423;5;70;93;"II; Bt";Tu4;7.5YR 4/6;1;C0;h0;Wf1
2423;6;93;136;"II; lCv";Tu3;2.5YR 4/4;3;C0;h0;Wf1
2424;1;0;10;"I; Ap1";Ut3;10YR 4/2;0;C0;h3;Wf5
2424;2;10;30;"I; Ap2";Ut3;10YR 4/2;0;C0;h3;Wf5
2424;3;30;38;"I; Al";Tu4;10YR 5/4;0;C0;h0;Wf3
2424;4;38;50;"I; Al+Bt";Tu4;7.5YR 5/6;0;C0;h0;Wf3
2424;5;50;70;"I; Bt";Tu4;7.5YR 5/6;0;C0;h0;Wf3
2424;6;70;115;"I; lC";Ut3;7.5YR 5/6;0;C1;h0;Wf1
2424;7;115;180;"I; elCc";Ut2;7.5YR 5/6;0;C4;h0;
2425;1;0;28;"I; Acp";Ut4;10YR 3/3;3;C3.4;h3;Wf4
2425;2;28;50;"I; Bcv";Ut4;7.5YR 4/4;3;C4;h1;Wf3
2425;3;50;70;"I; Cc-Bcv";Ut4;7.5YR 5/4;0;C4;h0;Wf2
2425;4;70;150;"I; elCc";Ut3;7.5YR 6/4;0;C4;h0;Wf1
2425;5;150;201;"II; elCc";Uls;7.5YR 5/4;0;C4;h0;
2427;1;0;12;"I; Axp1";Ls2;10YR 3/2;0;C0;h3;Wf5
2427;2;12;30;"I; Axp2";Uls;10YR 3/2;0;C0;h3;Wf4
2427;3;30;42;"I; rAxp°Axh";Ls2;10YR 3/2;0;C0;h3;Wf4
2427;4;42;53;"I; Axh";Ls2;7.5YR 2.5/2;0;C0;h3;Wf3
2427;5;53;70;"I; Bcv-Axh";Lu;10YR 4/3;0;C2;h2;Wf2
2427;6;70;130;"I; eAxh+elCc";Ut3;10YR 6/4;0;C4;h0;Wf1
2427;7;130;180;"I; elCc";Sl3;10YR 6/4;0;C4;h0;
2427;8;180;201;"II; elC";Ls4;2.5Y 5/6;2;C3.3;h0;
2430;1;0;30;"I; Ap";Us;10YR 3/3;1;C0;h4;Wf3
2430;2;30;69;"I; M";Us;10YR 3/2;0;C0;h4;Wf3
2430;3;69;88;"II; Bv-Al";Slu;10YR 4/4;8;C0;h1;Wf2
2430;4;88;135;"III; Bt-elCv";Lts;2.5Y 6/3;9;C5;h0;Wf1
2430;5;135;201;"IV; elCv";Lts;2.5Y 6/3;0;C5;h0;
2431;1;0;33;"I; Ap";Uls;10YR 4/2;1;C2;h3;Wf2
2431;2;33;48;"I; Sw-Al";Uls;10YR 4/4;1;C1;h1;Wf2
2431;3;48;66;"I; Sd-Bt";Lu;10YR 5/4;1;C0;h0;Wf1
2431;4;66;145;"II; ilCn";Tl;2.5Y 5/6;3;C0;h0;Wf1
2432;1;0;30;"I; Ap";Ls2;10YR 4/3;8;C0;h3;Wf5
2432;2;30;51;"I; Al-Sw";Ls2;7.5YR 5/6;8;C0;h1;Wf3
2432;3;51;70;"I; Bt-Sdw";Lt2;7.5YR 5/4;8;C0;h0;Wf1
2432;4;70;96;"I; Bt-Sd";Lt2;7.5YR 6/6;7;C0;h0;Wf1
2432;5;96;140;"II; elCv";Slu;7.5YR 5/4;---;C3.4;h0;Wf0
2432;6;140;201;"III; ilCv";Su2;10YR 7/6;---;C0;h0;Wf0
2433;1;0;33;"I; Ap";Sl3;10YR 5/2;4;C0;h3;Wf2
2433;2;33;67;"I; Serw";Slu;10YR 6/4;4;C0;h0;Wf1
2433;3;67;100;"II; Srd";Lts;10YR 5/8;4;C0;h0;Wf1
2435;1;0;34;"I; Ap";Sl2;10YR 3/4;7;C0;h3;Wf3
2435;2;34;51;"I; Al-Bv";Su3;10YR 5/6;10;C0;h1;Wf2
2435;3;51;70;"I; Sw-Al";Su3;2.5Y 6/4;10;C0;h0;Wf1
2435;4;70;129;"II; Sd-Bt";Lt2;7.5YR 5/6;2;C0;h0;Wf0
2435;5;129;145;"III; ilCv";Su2;10YR 5/8;0;C0;h0;Wf0
2436;1;0;34;"I; Ap";Su3;10YR 3/3;2;C0;h2;Wf3
2436;2;34;60;"I; Sg-M";Sl3;2.5Y 4/4;15;C0;h1;Wf2
2436;3;60;74;"II; Sg";Su2;2.5Y 5/4;15;C0;h0;Wf2
2436;4;74;170;"III; Gw";fS;2.5Y 6/1;1;C0;h0;Wf1
2436;5;170;190;"III; Gr";fSms;2.5Y 5/2;---;C0;h0;Wf0
2438;1;0;42;"I; Ap";Su3;10YR 3/4;4;C0;h3;Wf2
2438;2;42;54;"I; Al";Su2;10YR 5/6;4;C0;h0;Wf1
2438;3;54;90;"I; Bt";Lts;7.5YR 4/6;1;C0;h0;Wf1
2438;4;90;201;"II; ilCbtv";mSgs;10YR 5/6;0;C0;h0;Wf0
2439;1;0;29;"I; aAp";Lt2;10YR 3/4;1;C0;h2;Wf4
2439;2;29;71;"I; aM";Lt2;10YR 3/4;1;C0;h2;Wf2
2439;3;71;84;"II; aM+aGo";Lt2;10YR 3/4;1;C0;h1;Wf0
2439;4;84;114;"II; aGo1";Ls4;10YR 4/4;0;C0;h0;Wf0
2439;5;114;173;"III; aGo";gS;7.5R 4/6;3;C0;h0;Wf0
2440;1;0;27;"I; Ap";Sl3;10YR 3/3;4;C0;h2;Wf3
2440;2;27;54;"I; Bv";Sl3;10YR 5/6;8;C0;h0;Wf1
2440;3;54;100;"I; Go+Bv";gS;10YR 5/6;8;C0;h0;Wf0
2440;4;100;175;"I; Gkso";gS;10YR 6/4;8;C0;h0;Wf0
2440;5;175;201;"I; Gr";mSgs;10YR 6/3;1;C0;h0;Wf0
2441;1;0;30;"I; Ap";Su3;10YR 3/3;2;C0;h3;Wf3
2441;2;30;40;"I; rAp";Su3;10YR 3/3;2;C0;h3;Wf2
2441;3;40;85;"I; Go1";mSgs;5YR 5/8;0;C0;h0;Wf0
2441;4;85;96;"I; Go2";Sl2;2.5Y 6/1;8;C0;h0;Wf0
2441;5;96;110;"I; Go3";Sl2;7.5YR 4/6;0;C0;h0;Wf0
